Prototype,Vintage,Object Class_1,Object Name_1.1,#SpaceType,Field Name,Value,Unit,Field Name,Value,Unit,Field Name,Value,Object Class_2,Object Name_2.1,Number_of_People_Schedule_Name,Number_of_People_Calculation_Method,People_per_Floor_Area,Activity_Level_Schedule_Name,Object Class_3,Object Name_3.1,Schedule_Name,Design_Level_Calculation_Method,Lights_Wattes_per_Floor_Area,Unit,End_Use_Subcategory_3.1,Object Class_4,Object Name_4.1,Schedule_Name,Design_Level_Calculation_Method,Equip_Wattes_per_Floor_Area,Unit,End_Use_Subcategory_4.1,Object Name_4.2,Schedule_Name,Design_Level_Calculation_Method,Refrig_Wattes_per_Floor_Area,Unit,End_Use_Subcategory_4.2,Object Class_5,Object Name_5.1,Schedule_Name,Design_Level_Calculation_Method,Gas_Power_per_Floor_Area,Unit,End_Use_Subcategory_5.1,Object Class_6,Object Name_6.1,Schedule_Name,Design_Level_Calculation_Method,Infil_Air_Change_per_hour,Infil_Flow_Rate_per_Exterior_Surface_Area,Object Class_7,Object Name_7.1,Outdoor_Air_Method,Outdoor_Airflow_per_Person,Outdoor_Airflow_per_Zone_Floor_Area,Outdoor_Airflow_per_Zone,Outdoor_Air_Schedule_Name,Object Class_8,Object Name_8.1,#Water_Heater_Type,Flow_Rate_Fraction_Schedule_Name,Target_Temperature_Schedule_Name,Peak_Flow_Rate,Object Class_9,Object Name_9.1,Heating_SetPoint_Schedule_Name,Cooling_SetPoint_Schedule_Name
HotelLarge,V2,ZONE,Mech_FloorG,"Electrical, Mechanical, Telephone Rooms",Multiplier,1,n/a,Floor_Area,1767.853983096936,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Mech_FloorG,HotelLargeAssemblyOccupancy,People/Area,0.0,CommonAreaPeopleActivityLevel,LIGHT,"Lights_Electrical, Mechanical, Telephone Rooms",HotelLargeAssemblyLights,Watts/Area,2.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Electrical, Mechanical, Telephone Rooms",HotelLargeAssemblyElecEquipment,Watts/Area,3.0,W/ft2,Receptacle,"Refrig_Electrical, Mechanical, Telephone Rooms",HotelLargeAssemblyRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Electrical, Mechanical, Telephone Rooms",HotelLargeAssemblyGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Mech_FloorG,HotelLargeAssemblyInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Mech_FloorG,Maximum,15,0.15,0,HotelLargeAssemblyHVACAvail,WATERUSE:EQUIPMENT,WU_Mech_FloorG,Gas,HotelLargeAssemblyServiceHotWater,TargetSHWTemp130,0.0,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Mech_FloorG,HotelLargeAssemblyHtgSetpt,HotelLargeAssemblyClgSetpt
HotelLarge,V2,ZONE,Storage_FloorG,Storage (General),Multiplier,1,n/a,Floor_Area,1019.981998528164,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Storage_FloorG,HotelLargeAssemblyOccupancy,People/Area,0.0,CommonAreaPeopleActivityLevel,LIGHT,Lights_Storage (General),HotelLargeAssemblyLights,Watts/Area,0.4,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Storage (General),HotelLargeAssemblyElecEquipment,Watts/Area,0.2,W/ft2,Receptacle,Refrig_Storage (General),HotelLargeAssemblyRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Storage (General),HotelLargeAssemblyGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Storage_FloorG,HotelLargeAssemblyInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Storage_FloorG,Maximum,15,0.15,0,HotelLargeAssemblyHVACAvail,WATERUSE:EQUIPMENT,WU_Storage_FloorG,-,HotelLargeAssemblyServiceHotWater,TargetSHWTemp130,0.0,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Storage_FloorG,HotelLargeAssemblyHtgSetpt,HotelLargeAssemblyClgSetpt
HotelLarge,V2,ZONE,Laundry_FloorG,Laundry Area ,Multiplier,1,n/a,Floor_Area,840.010501953756,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Laundry_FloorG,HotelLargeAssemblyOccupancy,People/Area,0.005,CommonAreaPeopleActivityLevel,LIGHT,Lights_Laundry Area ,HotelLargeAssemblyLights,Watts/Area,0.45,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Laundry Area ,HotelLargeAssemblyElecEquipment,Watts/Area,3.0,W/ft2,Receptacle,Refrig_Laundry Area ,HotelLargeAssemblyRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Laundry Area ,HotelLargeAssemblyGasEquipment,Power/Area,0.75,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Laundry_FloorG,HotelLargeAssemblyInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Laundry_FloorG,Maximum,15,0.15,0,HotelLargeAssemblyHVACAvail,WATERUSE:EQUIPMENT,WU_Laundry_FloorG,Gas,HotelLargeAssemblyServiceHotWater,TargetSHWTemp130,0.04046050584410591,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Laundry_FloorG,HotelLargeAssemblyHtgSetpt,HotelLargeAssemblyClgSetpt
HotelLarge,V2,ZONE,Cafe_FloorG,Dining Area (Cafeteria/Fast Food),Multiplier,1,n/a,Floor_Area,2032.859859033654,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Cafe_FloorG,HotelLargeRestaurantOccupancy,People/Area,0.033,DiningAreaPeopleActivityLevel,LIGHT,Lights_Dining Area (Cafeteria/Fast Food),HotelLargeRestaurantLights,Watts/Area,0.55,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Dining Area (Cafeteria/Fast Food),HotelLargeRestaurantElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Dining Area (Cafeteria/Fast Food),HotelLargeRestaurantRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Dining Area (Cafeteria/Fast Food),HotelLargeRestaurantGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Cafe_FloorG,HotelLargeRestaurantInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Cafe_FloorG,Maximum,15,0.15,0,HotelLargeRestaurantHVACAvail,WATERUSE:EQUIPMENT,WU_Cafe_FloorG,Gas,HotelLargeRestaurantServiceHotWater,TargetSHWTemp130,0.6462461491867987,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Cafe_FloorG,HotelLargeRestaurantHtgSetpt,HotelLargeRestaurantClgSetpt
HotelLarge,V2,ZONE,Lobby_FloorG,"Lobby, Main Entry",Multiplier,1,n/a,Floor_Area,14081.155030124091,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Lobby_FloorG,HotelLargeResidentialCommonOccupancy,People/Area,0.01,CommonAreaPeopleActivityLevel,LIGHT,"Lights_Lobby, Main Entry",HotelLargeResidentialCommonLights,Watts/Area,0.85,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,"Equip_Lobby, Main Entry",HotelLargeResidentialCommonElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,"Refrig_Lobby, Main Entry",HotelLargeResidentialCommonRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,"Gas_Lobby, Main Entry",HotelLargeResidentialCommonGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Lobby_FloorG,HotelLargeResidentialCommonInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Lobby_FloorG,Maximum,15,0.15,0,HotelLargeResidentialCommonHVACAvail,WATERUSE:EQUIPMENT,WU_Lobby_FloorG,Gas,HotelLargeResidentialCommonServiceHotWater,TargetSHWTemp130,0.21121732545186137,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Lobby_FloorG,HotelLargeResidentialCommonHtgSetpt,HotelLargeResidentialCommonClgSetpt
HotelLarge,V2,ZONE,GuestRoom_1_FloorM,Hotel/Motel Guest Room,Multiplier,6,n/a,Floor_Area,420.005250976878,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_1_FloorM,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_1_FloorM,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_1_FloorM,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_1_FloorM,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.5644870573129241,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_1_FloorM,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_2_FloorM,Hotel/Motel Guest Room,Multiplier,6,n/a,Floor_Area,420.005250976878,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_2_FloorM,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_2_FloorM,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_2_FloorM,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_2_FloorM,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.5644870573129241,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_2_FloorM,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_3_Multi19_FloorM,Hotel/Motel Guest Room,Multiplier,114,n/a,Floor_Area,263.92949138782797,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_3_Multi19_FloorM,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_3_Multi19_FloorM,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_3_Multi19_FloorM,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_3_Multi19_FloorM,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,6.739703492079575,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_3_Multi19_FloorM,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_4_Multi19_FloorM,Hotel/Motel Guest Room,Multiplier,114,n/a,Floor_Area,264.037129842717,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_4_Multi19_FloorM,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_4_Multi19_FloorM,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_4_Multi19_FloorM,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_4_Multi19_FloorM,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,6.742452147663622,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_4_Multi19_FloorM,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_5_FloorM,Hotel/Motel Guest Room,Multiplier,6,n/a,Floor_Area,420.005250976878,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_5_FloorM,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_5_FloorM,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_5_FloorM,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_5_FloorM,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.5644870573129241,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_5_FloorM,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_6_FloorM,Hotel/Motel Guest Room,Multiplier,6,n/a,Floor_Area,420.005250976878,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_6_FloorM,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_6_FloorM,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_6_FloorM,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_6_FloorM,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.5644870573129241,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_6_FloorM,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,Corridor_FloorM,Corridor Area,Multiplier,6,n/a,Floor_Area,4191.441433377659,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Corridor_FloorM,HotelLargeResidentialCommonOccupancy,People/Area,0.005,CommonAreaPeopleActivityLevel,LIGHT,Lights_Corridor Area,HotelLargeResidentialCommonLights,Watts/Area,0.6,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Corridor Area,HotelLargeResidentialCommonElecEquipment,Watts/Area,0.0,W/ft2,Receptacle,Refrig_Corridor Area,HotelLargeResidentialCommonRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Corridor Area,HotelLargeResidentialCommonGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Corridor_FloorM,HotelLargeResidentialCommonInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Corridor_FloorM,Maximum,15,0.15,0,HotelLargeResidentialCommonHVACAvail,WATERUSE:EQUIPMENT,WU_Corridor_FloorM,-,HotelLargeResidentialCommonServiceHotWater,TargetSHWTemp130,0.0,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Corridor_FloorM,HotelLargeResidentialCommonHtgSetpt,HotelLargeResidentialCommonClgSetpt
HotelLarge,V2,ZONE,GuestRoom_1_FloorT,Hotel/Motel Guest Room,Multiplier,1,n/a,Floor_Area,420.005250976878,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_1_FloorT,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_1_FloorT,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_1_FloorT,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_1_FloorT,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.0940811762188207,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_1_FloorT,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_2_FloorT,Hotel/Motel Guest Room,Multiplier,1,n/a,Floor_Area,420.005250976878,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_2_FloorT,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_2_FloorT,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_2_FloorT,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_2_FloorT,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.0940811762188207,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_2_FloorT,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,GuestRoom_3_Multi9_FloorT,Hotel/Motel Guest Room,Multiplier,9,n/a,Floor_Area,264.037129842717,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_GuestRoom_3_Multi9_FloorT,HotelLargeResidentialLivingOccupancy,People/Area,0.003,GuestRoomPeopleActivityLevel,LIGHT,Lights_Hotel/Motel Guest Room,HotelLargeResidentialLivingLights,Watts/Area,1.27,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel/Motel Guest Room,HotelLargeResidentialLivingElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel/Motel Guest Room,HotelLargeResidentialLivingRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel/Motel Guest Room,HotelLargeResidentialLivingGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_GuestRoom_3_Multi9_FloorT,HotelLargeResidentialLivingInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_GuestRoom_3_Multi9_FloorT,Maximum,15,0.15,0,HotelLargeResidentialLivingHVACAvail,WATERUSE:EQUIPMENT,WU_GuestRoom_3_Multi9_FloorT,Gas,HotelLargeResidentialLivingServiceHotWater,TargetSHWTemp130,0.5322988537629175,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_GuestRoom_3_Multi9_FloorT,HotelLargeResidentialLivingHtgSetpt,HotelLargeResidentialLivingClgSetpt
HotelLarge,V2,ZONE,Banquet_FloorT,Hotel Function Area,Multiplier,1,n/a,Floor_Area,3569.936994848574,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Banquet_FloorT,HotelLargeAssemblyOccupancy,People/Area,0.033,DiningAreaPeopleActivityLevel,LIGHT,Lights_Hotel Function Area,HotelLargeAssemblyLights,Watts/Area,0.85,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Hotel Function Area,HotelLargeAssemblyElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Hotel Function Area,HotelLargeAssemblyRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Hotel Function Area,HotelLargeAssemblyGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Banquet_FloorT,HotelLargeAssemblyInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Banquet_FloorT,Maximum,15,0.15,0,HotelLargeAssemblyHVACAvail,WATERUSE:EQUIPMENT,WU_Banquet_FloorT,Gas,HotelLargeAssemblyServiceHotWater,TargetSHWTemp130,1.1348829706623615,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Banquet_FloorT,HotelLargeAssemblyHtgSetpt,HotelLargeAssemblyClgSetpt
HotelLarge,V2,ZONE,Dining_FloorT,Dining Area (Bar/Lounge and Fine Dining),Multiplier,1,n/a,Floor_Area,3569.936994848574,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Dining_FloorT,HotelLargeRestaurantOccupancy,People/Area,0.033,DiningAreaPeopleActivityLevel,LIGHT,Lights_Dining Area (Bar/Lounge and Fine Dining),HotelLargeRestaurantLights,Watts/Area,0.55,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Dining Area (Bar/Lounge and Fine Dining),HotelLargeRestaurantElecEquipment,Watts/Area,0.5,W/ft2,Receptacle,Refrig_Dining Area (Bar/Lounge and Fine Dining),HotelLargeRestaurantRefrigeration,Watts/Area,,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Dining Area (Bar/Lounge and Fine Dining),HotelLargeRestaurantGasEquipment,Power/Area,,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Dining_FloorT,HotelLargeRestaurantInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Dining_FloorT,Maximum,15,0.15,0,HotelLargeRestaurantHVACAvail,WATERUSE:EQUIPMENT,WU_Dining_FloorT,Gas,HotelLargeRestaurantServiceHotWater,TargetSHWTemp130,1.1348829706623615,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Dining_FloorT,HotelLargeRestaurantHtgSetpt,HotelLargeRestaurantClgSetpt
HotelLarge,V2,ZONE,Kitchen_FloorT,Kitchen/Food Preparation Area,Multiplier,1,n/a,Floor_Area,1111.9052390033698,SF,Part_of_Total_Floor_Area,Y,PEOPLE,People_Kitchen_FloorT,HotelLargeKitchenOccupancy,People/Area,0.003,KitchenPeopleActivityLevel,LIGHT,Lights_Kitchen/Food Preparation Area,HotelLargeKitchenLights,Watts/Area,0.95,W/ft2,ComplianceLtg,ELECTRICEQUIPMENT,Equip_Kitchen/Food Preparation Area,HotelLargeKitchenElecEquipment,Watts/Area,1.5,W/ft2,Receptacle,Refrig_Kitchen/Food Preparation Area,HotelLargeKitchenRefrigeration,Watts/Area,1.12,W/ft2,Refrigeration,GASEQUIPMENT,Gas_Kitchen/Food Preparation Area,HotelLargeKitchenGasEquipment,Power/Area,17.54,Btu/hr-ft2,Gas,ZONEINFILTRATION:DESIGNFLOWRATE,Infil_Kitchen_FloorT,HotelLargeKitchenInfiltration,Flow/ExteriorWallArea,0,0.2606,DESIGNSPECIFICATION:OUTDOORAIR,DSOA_Kitchen_FloorT,Maximum,15,0.15,778.3336673023589,HotelLargeKitchenHVACAvail,WATERUSE:EQUIPMENT,WU_Kitchen_FloorT,Gas,HotelLargeKitchenServiceHotWater,TargetSHWTemp130,0.032134061407197385,THERMOSTATSETPOINT:DUALSETPOINT,TSDSP_Kitchen_FloorT,HotelLargeKitchenHtgSetpt,HotelLargeKitchenClgSetpt
